index,match_id,frame_start,frame_end,time_start,time_end,period,attacking_side_id,attacking_side,minute_start,second_start,duration,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_in_possession_id,player_in_possession_name,player_possession_frame_start,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,trajectory_angle,distance_covered,speed_avg,targeted,received,lead_to_shot,lead_to_goal,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,in_to_out,out_to_in,simultaneous_runs,give_and_go,passing_option,passing_option_start,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,intended_run_behind,break_defensive_line,push_defensive_line,inside_defensive_shape_start,inside_defensive_shape_end,separation_start,separation_end,separation_gain,received_in_space,opponents_ahead_start,opponents_ahead_end,opponents_overtaken
260,952209.0,29019,29037,46:14.9,46:16.7,2,2,right_to_left,46,14,1.8,1,off_ball_run,6,pulling_half_space,12190,R. Kolo Muani,16320,I. Konaté,29000,4.0,France,9.26,-4.88,3,center,2,middle_third,False,13.1,-12.1,4,half_space_right,2,middle_third,False,-61.99,8.51,16.95,False,False,False,False,False,False,0.0097,0.6514,0.873,True,False,0,False,True,True,3,ahead,3,ahead,23.01,18.71,-13.16,-10.07,4,half_space_right,2,middle_third,False,-5.61,-12.4,4,half_space_right,2,middle_third,False,1.83,3.86,2.03,41.41,35.54,-5.87,False,False,False,True,True,3.57,5.8,2.23,False,2,2,0
261,952209.0,29141,29154,46:27.1,46:28.4,2,2,right_to_left,46,27,1.3,1,off_ball_run,8,run_ahead_of_the_ball,5922,K. Coman,946,A. Griezmann,29136,4.0,France,23.05,-2.25,3,center,3,attacking_third,False,29.66,-3.01,3,center,3,attacking_third,False,-6.56,6.21,18.36,False,False,False,False,True,False,0.0805,0.7054,0.8471,False,False,0,False,True,True,2,same_line,3,ahead,4.95,7.72,22.4,-7.16,3,center,3,attacking_third,False,23.4,-7.52,3,center,3,attacking_third,False,6.95,3.61,-3.34,22.5,19.23,-3.27,False,False,False,True,True,1.79,2.49,0.7,False,5,4,1
262,952209.0,29197,29207,46:32.7,46:33.7,2,2,right_to_left,46,32,1.0,1,off_ball_run,8,run_ahead_of_the_ball,11606,T. Hernández,277,A. Rabiot,29206,4.0,France,16.87,11.67,2,half_space_left,2,middle_third,False,15.86,16.1,2,half_space_left,2,middle_third,False,102.84,4.55,15.44,False,False,False,False,False,False,0.0026,0.977,0.9041,False,False,0,False,True,True,3,ahead,3,ahead,3.85,4.04,13.03,11.46,2,half_space_left,2,middle_third,False,12.66,13.63,2,half_space_left,2,middle_third,False,14.06,14.27,0.21,21.57,22.37,0.8,False,False,False,False,False,5.59,5.35,-0.24,False,7,7,0
263,952209.0,29220,29267,46:35.0,46:39.7,2,2,right_to_left,46,35,4.7,1,off_ball_run,10,underlap,277,A. Rabiot,6028,K. Mbappé,29232,4.0,France,13.87,17.3,2,half_space_left,2,middle_third,False,44.6,20.17,1,wide_left,3,attacking_third,False,5.34,31.87,,True,True,False,False,True,False,0.0212,0.6768,0.9691,False,False,0,True,True,True,1,behind,3,ahead,16.11,11.39,27.0,26.63,1,wide_left,3,attacking_third,False,35.05,26.38,1,wide_left,3,attacking_third,False,17.42,0.08,-17.34,21.21,7.82,-13.39,False,False,False,False,False,5.77,0.72,-5.05,False,8,1,7
264,952209.0,29252,29271,46:38.2,46:40.1,2,2,right_to_left,46,38,1.9,1,off_ball_run,3,cross_receiver,12190,R. Kolo Muani,277,A. Rabiot,29267,4.0,France,35.91,-1.37,3,center,3,attacking_third,False,45.92,3.63,3,center,3,attacking_third,True,26.54,10.79,21.37,False,False,False,False,True,True,0.1113,0.269,0.9062,False,False,2,False,True,True,3,ahead,2,same_line,24.22,16.61,31.59,22.46,1,wide_left,3,attacking_third,False,46.36,20.23,1,wide_left,3,attacking_third,False,1.43,0.58,-0.85,15.16,6.0,-9.16,False,False,False,True,True,1.38,0.59,-0.79,False,3,1,2
265,952209.0,29259,29275,46:38.9,46:40.5,2,2,right_to_left,46,38,1.6,1,off_ball_run,3,cross_receiver,5922,K. Coman,277,A. Rabiot,29267,4.0,France,35.31,-8.82,3,center,3,attacking_third,False,39.79,-2.4,3,center,3,attacking_third,True,55.09,7.9,17.59,False,False,False,False,True,True,0.0592,0.5855,0.747,False,False,2,False,True,False,2,same_line,1,behind,30.58,24.26,37.74,21.66,1,wide_left,3,attacking_third,False,47.05,20.75,1,wide_left,3,attacking_third,False,5.44,8.25,2.81,11.75,4.46,-7.29,False,False,False,True,True,2.95,2.66,-0.3,False,4,4,0
266,952209.0,29262,29279,46:39.2,46:40.9,2,2,right_to_left,46,39,1.7,1,off_ball_run,9,support,6028,K. Mbappé,277,A. Rabiot,29267,4.0,France,33.93,28.44,1,wide_left,3,attacking_third,False,37.34,20.41,1,wide_left,3,attacking_third,False,-66.99,8.32,18.27,True,True,False,False,False,False,0.0117,0.9227,0.9196,False,False,2,True,True,True,1,behind,1,behind,10.06,9.75,40.69,20.99,1,wide_left,3,attacking_third,False,47.05,21.29,1,wide_left,3,attacking_third,False,8.43,11.58,3.15,10.14,3.58,-6.56,False,False,False,False,True,2.82,3.81,0.99,True,5,5,0
267,952209.0,29754,29762,47:28.4,47:29.2,2,1,left_to_right,47,28,0.8,1,off_ball_run,2,coming_short,7387,M. Depay,10738,V. van Dijk,29717,330.0,Netherland,-4.97,14.81,2,half_space_left,2,middle_third,False,-7.88,12.82,2,half_space_left,2,middle_third,False,-145.63,3.54,15.79,False,False,False,False,False,False,0.003,0.9066,0.7724,False,False,0,False,True,True,3,ahead,3,ahead,19.58,16.72,-24.28,18.05,2,half_space_left,1,defensive_third,False,-23.96,17.4,2,half_space_left,1,defensive_third,False,10.88,13.94,3.06,46.59,46.44,-0.15,False,False,False,True,True,6.2,5.63,-0.56,False,5,5,0
268,952209.0,30046,30057,47:57.6,47:58.7,2,2,right_to_left,47,57,1.1,1,off_ball_run,9,support,5922,K. Coman,12190,R. Kolo Muani,30048,4.0,France,6.63,-27.3,5,wide_right,2,middle_third,False,8.94,-22.53,5,wide_right,2,middle_third,False,64.16,4.92,17.19,False,False,False,False,False,False,0.0087,0.9069,0.9804,False,False,0,False,True,True,1,behind,1,behind,10.71,6.32,13.63,-19.19,4,half_space_right,2,middle_third,False,13.63,-18.3,4,half_space_right,2,middle_third,False,11.33,10.93,-0.4,34.54,32.63,-1.91,False,False,False,True,True,3.53,3.9,0.37,False,5,5,0
269,952209.0,30090,30128,48:02.0,48:05.8,2,2,right_to_left,48,2,3.8,1,off_ball_run,9,support,12218,A. Tchouaméni,12190,R. Kolo Muani,30101,4.0,France,14.14,-24.29,5,wide_right,2,middle_third,False,34.38,-13.88,4,half_space_right,3,attacking_third,False,27.22,22.91,,False,False,False,False,True,True,0.0375,0.5422,0.7219,False,True,3,True,True,False,1,behind,1,behind,12.48,13.52,26.58,-23.31,5,wide_right,3,attacking_third,False,46.13,-20.57,5,wide_right,3,attacking_third,False,12.55,12.73,0.18,25.81,5.39,-20.42,False,False,False,True,True,2.92,2.87,-0.05,False,5,5,0
270,952209.0,30093,30129,48:02.3,48:05.9,2,2,right_to_left,48,2,3.6,1,off_ball_run,9,support,277,A. Rabiot,12190,R. Kolo Muani,30101,4.0,France,11.44,-2.58,3,center,2,middle_third,False,31.88,-2.84,3,center,3,attacking_third,False,-0.73,20.69,20.55,False,False,False,False,True,True,0.0507,0.6431,0.6313,False,False,3,False,True,False,1,behind,1,behind,27.05,22.83,28.69,-23.42,5,wide_right,3,attacking_third,False,46.16,-20.65,5,wide_right,3,attacking_third,False,16.53,15.39,-1.14,24.53,5.23,-19.3,False,False,False,True,True,2.22,3.75,1.54,False,7,5,2
