frame,matchPeriod,team.name,player.id.wyscout,player.id.skillcorner,pass.recipient.id.wyscout,pass.recipient.id.skillcorner,location.x,location.y,pass.endLocation.x,pass.endLocation.y,play_direction,dxt,tracking.object_id,tracking.x,tracking.y,tracking.z,extrapolated,location.x_original,location.y_original,endLocation.x_original,endLocation.y_original,tracking.is_self,tracking.is_teammate,responsibility
7734,1,Netherland,476361,14407,535816,33512,21.176470588235293,11.604444444444445,18.0,-25.258947368421055,TOP_TO_BOTTOM,-4.551529931629992e-05,5922,9.33,-17.97,0.0,False,30,67,33,12,False,False,0.39218785008249624
7734,1,Netherland,476361,14407,535816,33512,21.176470588235293,11.604444444444445,18.0,-25.258947368421055,TOP_TO_BOTTOM,-4.551529931629992e-05,6028,15.82,19.74,0.0,False,30,67,33,12,False,False,0.0
7734,1,Netherland,476361,14407,535816,33512,21.176470588235293,11.604444444444445,18.0,-25.258947368421055,TOP_TO_BOTTOM,-4.551529931629992e-05,12190,18.62,3.27,0.0,False,30,67,33,12,False,False,0.5702256260349559
7734,1,Netherland,476361,14407,535816,33512,21.176470588235293,11.604444444444445,18.0,-25.258947368421055,TOP_TO_BOTTOM,-4.551529931629992e-05,4777,43.13,1.5,0.0,True,30,67,33,12,False,True,0.0
7734,1,Netherland,476361,14407,535816,33512,21.176470588235293,11.604444444444445,18.0,-25.258947368421055,TOP_TO_BOTTOM,-4.551529931629992e-05,14407,25.64,9.31,0.0,False,30,67,33,12,True,True,0.0
7734,1,Netherland,476361,14407,535816,33512,21.176470588235293,11.604444444444445,18.0,-25.258947368421055,TOP_TO_BOTTOM,-4.551529931629992e-05,10738,27.79,-2.0,0.0,False,30,67,33,12,False,True,0.0
7734,1,Netherland,476361,14407,535816,33512,21.176470588235293,11.604444444444445,18.0,-25.258947368421055,TOP_TO_BOTTOM,-4.551529931629992e-05,24466,7.97,31.34,0.0,False,30,67,33,12,False,True,0.0
7734,1,Netherland,476361,14407,535816,33512,21.176470588235293,11.604444444444445,18.0,-25.258947368421055,TOP_TO_BOTTOM,-4.551529931629992e-05,7863,18.23,-25.5,0.0,False,30,67,33,12,False,True,0.0
7734,1,Netherland,476361,14407,535816,33512,21.176470588235293,11.604444444444445,18.0,-25.258947368421055,TOP_TO_BOTTOM,-4.551529931629992e-05,33512,21.07,-12.89,0.0,False,30,67,33,12,False,True,0.0
7734,1,Netherland,476361,14407,535816,33512,21.176470588235293,11.604444444444445,18.0,-25.258947368421055,TOP_TO_BOTTOM,-4.551529931629992e-05,7017,9.73,14.63,0.0,False,30,67,33,12,False,True,0.0
7734,1,Netherland,476361,14407,535816,33512,21.176470588235293,11.604444444444445,18.0,-25.258947368421055,TOP_TO_BOTTOM,-4.551529931629992e-05,3837,1.66,9.67,0.0,False,30,67,33,12,False,True,0.0
7734,1,Netherland,476361,14407,535816,33512,21.176470588235293,11.604444444444445,18.0,-25.258947368421055,TOP_TO_BOTTOM,-4.551529931629992e-05,10082,-4.77,24.96,0.0,False,30,67,33,12,False,True,0.0
7734,1,Netherland,476361,14407,535816,33512,21.176470588235293,11.604444444444445,18.0,-25.258947368421055,TOP_TO_BOTTOM,-4.551529931629992e-05,31930,0.28,-27.91,0.0,False,30,67,33,12,False,True,0.0
7734,1,Netherland,476361,14407,535816,33512,21.176470588235293,11.604444444444445,18.0,-25.258947368421055,TOP_TO_BOTTOM,-4.551529931629992e-05,7387,1.06,-0.8,0.0,False,30,67,33,12,False,True,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,-1,18.26,-23.43,0.32,True,33,12,36,4,False,False,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,7604,-32.42,-1.44,0.0,True,33,12,36,4,False,False,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,16320,-4.26,-9.23,0.0,True,33,12,36,4,False,False,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,11516,-4.25,1.39,0.0,True,33,12,36,4,False,False,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,11630,-3.11,-22.24,0.0,True,33,12,36,4,False,False,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,11606,-5.38,14.34,0.0,True,33,12,36,4,False,False,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,12218,3.46,-1.39,0.0,True,33,12,36,4,False,False,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,277,4.26,9.56,0.0,True,33,12,36,4,False,False,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,946,12.37,-12.83,0.0,True,33,12,36,4,False,False,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,5922,7.61,-22.05,0.0,True,33,12,36,4,False,False,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,6028,14.35,17.84,0.0,True,33,12,36,4,False,False,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,12190,17.65,-0.67,0.0,True,33,12,36,4,False,False,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,4777,42.69,-0.67,0.0,True,33,12,36,4,False,True,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,14407,23.91,7.85,0.0,True,33,12,36,4,False,True,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,10738,28.25,-3.98,0.0,True,33,12,36,4,False,True,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,24466,7.05,30.16,0.0,True,33,12,36,4,False,True,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,7863,12.94,-27.81,0.0,True,33,12,36,4,False,True,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,33512,20.02,-20.1,0.0,True,33,12,36,4,True,True,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,7017,11.5,8.47,0.0,True,33,12,36,4,False,True,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,3837,-0.14,7.81,0.0,True,33,12,36,4,False,True,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,10082,-5.42,21.48,0.0,True,33,12,36,4,False,True,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,31930,-0.28,-25.29,0.0,True,33,12,36,4,False,True,0.0
7755,1,Netherland,535816,33512,134102,7863,18.0,-25.258947368421055,14.82352941176471,-31.086315789473684,TOP_TO_BOTTOM,0.0003252998607298002,7387,0.23,-5.52,0.0,True,33,12,36,4,False,True,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,-1,16.21,-25.57,0.25,True,36,4,31,11,False,False,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,7604,-33.31,-2.7,0.0,True,36,4,31,11,False,False,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,16320,-5.92,-13.19,0.0,True,36,4,31,11,False,False,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,11516,-7.33,-1.99,0.0,True,36,4,31,11,False,False,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,11630,-3.75,-21.45,0.0,True,36,4,31,11,False,False,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,11606,-7.46,11.09,0.0,True,36,4,31,11,False,False,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,12218,2.83,-8.16,0.0,True,36,4,31,11,False,False,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,277,2.29,4.68,0.0,True,36,4,31,11,False,False,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,946,8.87,-17.27,0.0,True,36,4,31,11,False,False,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,5922,6.92,-25.95,0.0,True,36,4,31,11,False,False,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,6028,13.3,16.26,0.0,True,36,4,31,11,False,False,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,12190,15.84,-4.45,0.0,True,36,4,31,11,False,False,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,4777,41.73,-2.18,0.0,True,36,4,31,11,False,True,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,14407,21.19,8.89,0.0,True,36,4,31,11,False,True,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,10738,28.14,-5.96,0.0,True,36,4,31,11,False,True,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,24466,5.35,27.99,0.0,True,36,4,31,11,False,True,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,7863,9.52,-29.62,0.0,True,36,4,31,11,True,True,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,33512,18.43,-24.54,0.0,True,36,4,31,11,False,True,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,7017,12.31,0.41,0.0,True,36,4,31,11,False,True,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,3837,-1.64,5.08,0.0,True,36,4,31,11,False,True,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,10082,-5.68,18.26,0.0,True,36,4,31,11,False,True,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,31930,-1.51,-20.39,0.0,True,36,4,31,11,False,True,0.0
7773,1,Netherland,134102,7863,535816,33512,14.82352941176471,-31.086315789473684,20.11764705882353,-25.98736842105263,TOP_TO_BOTTOM,-0.0006716421758193002,7387,-3.38,-10.12,0.0,True,36,4,31,11,False,True,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,-1,10.29,-15.77,0.13,False,42,29,33,42,False,False,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,7604,-36.03,-1.9,0.0,True,42,29,33,42,False,False,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,16320,-8.09,-11.59,0.0,False,42,29,33,42,False,False,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,11516,-9.52,-0.4,0.0,False,42,29,33,42,False,False,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,11630,-8.22,-17.5,0.0,False,42,29,33,42,False,False,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,11606,-10.36,10.3,0.0,False,42,29,33,42,False,False,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,12218,-2.8,-7.05,0.0,False,42,29,33,42,False,False,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,277,-1.98,3.11,0.0,False,42,29,33,42,False,False,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,946,5.75,-15.42,0.0,False,42,29,33,42,False,False,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,5922,-3.35,-23.23,0.0,False,42,29,33,42,False,False,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,6028,9.38,12.74,0.0,False,42,29,33,42,False,False,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,12190,7.78,-8.43,0.0,False,42,29,33,42,False,False,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,4777,37.16,-2.29,0.0,True,42,29,33,42,False,True,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,14407,14.0,13.52,0.0,False,42,29,33,42,False,True,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,10738,21.74,-6.33,0.0,False,42,29,33,42,False,True,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,24466,-0.1,26.39,0.0,False,42,29,33,42,False,True,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,7863,-3.57,-31.24,0.0,False,42,29,33,42,False,True,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,33512,10.6,-15.66,0.0,False,42,29,33,42,True,True,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,7017,6.11,-6.79,0.0,False,42,29,33,42,False,True,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,3837,-5.77,-0.65,0.0,False,42,29,33,42,False,True,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,10082,-5.58,10.35,0.0,False,42,29,33,42,False,True,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,31930,-4.62,-15.25,0.0,False,42,29,33,42,False,True,0.0
7844,1,Netherland,535816,33512,370,10738,8.470588235294116,-14.04888888888889,18.0,-5.636923076923077,TOP_TO_BOTTOM,-0.0023827142151618,7387,-9.42,-6.46,0.0,False,42,29,33,42,False,True,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,-1,15.92,-2.8,0.15,False,33,42,39,14,False,False,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,7604,-36.41,-0.12,0.0,True,33,42,39,14,False,False,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,16320,-11.26,-7.77,0.0,False,33,42,39,14,False,False,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,11516,-10.68,4.44,0.0,False,33,42,39,14,False,False,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,11630,-10.65,-17.04,0.0,False,33,42,39,14,False,False,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,11606,-11.47,12.81,0.0,False,33,42,39,14,False,False,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,12218,-2.8,-2.59,0.0,False,33,42,39,14,False,False,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,277,4.19,6.75,0.0,False,33,42,39,14,False,False,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,946,5.4,-9.66,0.0,False,33,42,39,14,False,False,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,5922,-2.77,-16.34,0.0,False,33,42,39,14,False,False,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,6028,7.68,13.91,0.0,False,33,42,39,14,False,False,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,12190,12.52,0.68,0.0,False,33,42,39,14,False,False,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,4777,37.44,-0.56,0.0,True,33,42,39,14,False,True,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,14407,18.67,10.79,0.0,False,33,42,39,14,False,True,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,10738,16.54,-2.06,0.0,False,33,42,39,14,True,True,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,24466,-2.02,23.4,0.0,False,33,42,39,14,False,True,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,7863,-3.3,-29.71,0.0,False,33,42,39,14,False,True,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,33512,14.81,-16.27,0.0,False,33,42,39,14,False,True,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,7017,8.9,5.33,0.0,False,33,42,39,14,False,True,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,3837,-4.92,5.38,0.0,False,33,42,39,14,False,True,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,10082,-11.67,7.82,0.0,False,33,42,39,14,False,True,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,31930,-5.53,-14.88,0.0,False,33,42,39,14,False,True,0.0
7913,1,Netherland,370,10738,535816,33512,18.0,-5.636923076923077,11.647058823529413,-23.802105263157895,TOP_TO_BOTTOM,0.0007072873390664,7387,-6.91,-4.75,0.0,False,33,42,39,14,False,True,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,-1,13.41,-20.62,0.11,False,39,14,32,38,False,False,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,7604,-36.22,-2.5,0.0,True,39,14,32,38,False,False,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,16320,-10.46,-13.79,0.0,False,39,14,32,38,False,False,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,11516,-10.48,-3.59,0.0,False,39,14,32,38,False,False,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,11630,-7.52,-21.35,0.0,False,39,14,32,38,False,False,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,11606,-10.56,6.54,0.0,False,39,14,32,38,False,False,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,12218,-1.4,-7.94,0.0,False,39,14,32,38,False,False,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,277,-1.41,0.6,0.0,False,39,14,32,38,False,False,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,946,5.02,-16.87,0.0,False,39,14,32,38,False,False,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,5922,-2.85,-24.8,0.0,False,39,14,32,38,False,False,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,6028,10.23,10.8,0.0,False,39,14,32,38,False,False,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,12190,8.94,-8.78,0.0,False,39,14,32,38,False,False,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,4777,38.19,-2.96,0.0,True,39,14,32,38,False,True,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,14407,19.64,9.17,0.0,False,39,14,32,38,False,True,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,10738,21.72,-7.36,0.0,False,39,14,32,38,False,True,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,24466,2.0,24.68,0.0,False,39,14,32,38,False,True,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,7863,-4.09,-32.63,0.0,False,39,14,32,38,False,True,0.0
7956,1,Netherland,535816,33512,370,10738,11.647058823529413,-23.802105263157895,19.058823529411768,-8.455384615384615,TOP_TO_BOTTOM,-0.0009497293508422999,33512,13.97,-21.18,0.0,False,39,14,32,38,True,True,0.0
