match_id,frame_id,x_top_left,y_top_left,x_bottom_left,y_bottom_left,x_bottom_right,y_bottom_right,x_top_right,y_top_right
952209,229,-18.45,39.0,-7.31,-32.45,18.21,-35.36,48.33,39.0
952209,230,-17.68,39.0,-6.98,-32.44,18.91,-35.65,50.52,39.0
952209,231,-17.25,39.0,-6.8,-32.49,19.36,-36.03,52.2,39.0
952209,232,-16.51,39.0,-6.42,-32.51,20.14,-36.41,54.97,39.0
952209,233,-15.68,39.0,-6.14,-32.46,20.69,-36.65,56.61,39.0
952209,234,-14.5,39.0,-5.77,-32.48,21.49,-37.03,58.94,39.0
952209,235,-13.63,39.0,-5.45,-32.36,22.08,-37.24,60.78,39.0
952209,236,-12.3,39.0,-4.96,-32.19,22.88,-37.5,63.26,39.0
952209,237,-11.17,39.0,-4.49,-31.83,23.43,-37.41,64.75,39.0
952209,238,-9.33,39.0,-3.79,-31.34,24.18,-37.4,66.79,39.0
952209,239,-8.29,39.0,-3.38,-31.2,24.66,-37.55,68.28,39.0
952209,240,-7.05,39.0,-2.84,-30.98,25.16,-37.7,70.11,39.0
952209,241,-6.4,39.0,-2.57,-31.04,25.4,-37.93,71.1,39.0
952209,242,-5.75,39.0,-2.3,-31.08,25.59,-37.97,71.65,39.0
952209,243,-5.42,39.0,-2.14,-31.0,25.63,-37.99,71.93,39.0
952209,244,-4.89,39.0,-1.92,-30.83,25.63,-37.8,71.63,39.0
952209,245,-4.58,39.0,-1.8,-30.7,25.62,-37.65,71.35,39.0
952209,246,-4.24,39.0,-1.64,-30.48,25.55,-37.41,70.86,39.0
952209,247,-3.9,39.0,-1.51,-30.36,25.52,-37.19,70.37,39.0
952209,248,-3.45,39.0,-1.31,-30.05,25.46,-36.8,69.64,39.0
952209,249,-3.25,39.0,-1.24,-29.95,25.39,-36.68,69.24,39.0
952209,250,-2.73,39.0,-1.02,-29.63,25.34,-36.3,68.53,39.0
952209,251,-2.47,39.0,-0.9,-29.45,25.3,-36.03,68.04,39.0
952209,252,-1.99,39.0,-0.74,-29.26,25.25,-35.83,67.48,39.0
952209,253,-1.76,39.0,-0.67,-29.17,25.21,-35.69,67.07,39.0
952209,254,-1.48,39.0,-0.56,-29.04,25.17,-35.53,66.71,39.0
952209,255,-1.29,39.0,-0.47,-28.89,25.14,-35.38,66.44,39.0
952209,256,-0.93,39.0,-0.3,-28.72,25.12,-35.14,66.07,39.0
952209,257,-0.75,39.0,-0.25,-28.66,25.09,-35.09,65.87,39.0
952209,258,-0.52,39.0,-0.15,-28.54,25.06,-34.93,65.55,39.0
952209,259,-0.48,39.0,-0.1,-28.51,25.05,-34.89,65.56,39.0
952209,260,-0.19,39.0,-0.01,-28.39,25.01,-34.76,65.18,39.0
952209,261,-0.21,39.0,-0.01,-28.43,24.96,-34.76,65.07,39.0
952209,262,0.0,39.0,0.02,-28.48,24.86,-34.77,64.61,39.0
952209,263,0.1,39.0,0.03,-28.57,24.75,-34.77,64.22,39.0
952209,264,0.11,39.0,0.08,-28.77,24.64,-34.92,64.27,39.0
952209,265,0.12,39.0,0.1,-28.97,24.55,-35.07,64.27,39.0
952209,266,0.15,39.0,0.09,-29.24,24.37,-35.3,64.09,39.0
952209,267,0.15,39.0,0.09,-29.42,24.27,-35.51,64.11,39.0
952209,268,0.06,39.0,0.07,-29.76,24.14,-35.76,64.19,39.0
952209,269,-0.05,39.0,0.02,-29.97,24.04,-35.98,64.21,39.0
952209,270,-0.21,39.0,0.01,-30.21,23.9,-36.2,64.35,39.0
952209,271,-0.47,39.0,-0.07,-30.4,23.79,-36.33,64.32,39.0
952209,272,-0.42,39.0,-0.11,-30.54,23.65,-36.45,63.95,39.0
952209,273,-0.52,39.0,-0.12,-30.65,23.59,-36.54,64.03,39.0
952209,274,-0.41,39.0,-0.13,-30.82,23.5,-36.65,63.76,39.0
952209,275,-0.37,39.0,-0.08,-30.89,23.45,-36.68,63.75,39.0
952209,276,-0.25,39.0,-0.06,-30.99,23.37,-36.78,63.57,39.0
952209,277,-0.14,39.0,-0.02,-31.04,23.3,-36.79,63.38,39.0
952209,278,-0.12,39.0,0.02,-31.09,23.22,-36.82,63.33,39.0
952209,279,-0.18,39.0,-0.03,-31.26,23.18,-37.02,63.43,39.0
952209,280,-0.35,39.0,-0.06,-31.31,23.09,-37.05,63.35,39.0
952209,281,-0.35,39.0,-0.08,-31.42,23.07,-37.15,63.39,39.0
952209,282,-0.34,39.0,-0.1,-31.49,23.02,-37.18,63.17,39.0
952209,283,-0.43,39.0,-0.09,-31.45,22.95,-37.12,63.09,39.0
952209,284,-0.58,39.0,-0.12,-31.58,22.92,-37.23,63.24,39.0
952209,285,-0.63,39.0,-0.16,-31.65,22.92,-37.26,63.21,39.0
952209,286,-0.74,39.0,-0.21,-31.61,22.84,-37.21,62.92,39.0
952209,287,-0.68,39.0,-0.21,-31.57,22.82,-37.17,62.74,39.0
952209,288,-0.83,39.0,-0.25,-31.49,22.75,-37.06,62.48,39.0
952209,289,-0.96,39.0,-0.3,-31.51,22.73,-37.04,62.35,39.0
952209,290,-0.96,39.0,-0.31,-31.41,22.71,-36.92,62.11,39.0
952209,291,-0.97,39.0,-0.33,-31.33,22.69,-36.86,61.94,39.0
952209,292,-1.11,39.0,-0.36,-31.28,22.65,-36.78,61.8,39.0
952209,293,-1.12,39.0,-0.35,-31.18,22.62,-36.65,61.63,39.0
952209,294,-1.18,39.0,-0.38,-31.15,22.61,-36.59,61.48,39.0
952209,295,-1.3,39.0,-0.45,-31.15,22.59,-36.6,61.37,39.0
952209,296,-1.37,39.0,-0.45,-31.15,22.59,-36.57,61.4,39.0
952209,297,-1.53,39.0,-0.5,-31.16,22.56,-36.6,61.46,39.0
952209,298,-1.57,39.0,-0.51,-31.11,22.54,-36.5,61.25,39.0
952209,299,-1.63,39.0,-0.56,-31.05,22.5,-36.44,60.99,39.0
952209,300,-1.77,39.0,-0.64,-31.03,22.46,-36.41,60.8,39.0
952209,301,-1.87,39.0,-0.67,-30.99,22.42,-36.33,60.63,39.0
952209,302,-1.91,39.0,-0.71,-30.88,22.37,-36.16,60.19,39.0
952209,303,-1.97,39.0,-0.72,-30.79,22.33,-36.05,59.95,39.0
952209,304,-2.07,39.0,-0.77,-30.64,22.23,-35.84,59.41,39.0
952209,305,-2.16,39.0,-0.81,-30.57,22.19,-35.72,59.12,39.0
952209,306,-2.24,39.0,-0.85,-30.38,22.11,-35.49,58.63,39.0
952209,307,-2.19,39.0,-0.84,-30.25,22.07,-35.32,58.27,39.0
952209,308,-2.28,39.0,-0.87,-30.06,22.0,-35.05,57.77,39.0
952209,309,-2.47,39.0,-0.97,-30.02,21.96,-35.03,57.61,39.0
952209,310,-2.82,39.0,-1.1,-29.94,21.88,-34.89,57.29,39.0
952209,311,-2.95,39.0,-1.18,-29.85,21.82,-34.79,56.92,39.0
952209,312,-3.31,39.0,-1.34,-29.78,21.69,-34.66,56.44,39.0
952209,313,-3.49,39.0,-1.44,-29.78,21.63,-34.56,56.08,39.0
952209,314,-3.97,39.0,-1.62,-29.76,21.51,-34.52,55.82,39.0
952209,315,-4.14,39.0,-1.69,-29.72,21.46,-34.44,55.58,39.0
952209,316,-4.55,39.0,-1.87,-29.68,21.39,-34.34,55.27,39.0
952209,317,-4.68,39.0,-1.96,-29.63,21.34,-34.26,54.96,39.0
952209,318,-4.85,39.0,-2.11,-29.64,21.27,-34.23,54.49,39.0
952209,319,-5.21,39.0,-2.19,-29.51,21.22,-34.08,54.43,39.0
952209,320,-5.55,39.0,-2.39,-29.6,21.18,-34.11,54.19,39.0
952209,321,-5.85,39.0,-2.47,-29.51,21.16,-34.02,54.18,39.0
952209,322,-6.29,39.0,-2.57,-29.39,21.14,-33.88,54.26,39.0
952209,323,-6.34,39.0,-2.68,-29.47,21.14,-33.97,54.1,39.0
952209,324,-6.81,39.0,-2.78,-29.48,21.13,-33.96,54.35,39.0
952209,325,-6.91,39.0,-2.86,-29.5,21.12,-33.99,54.28,39.0
952209,326,-7.25,39.0,-2.99,-29.58,21.11,-34.06,54.35,39.0
952209,327,-7.25,39.0,-3.05,-29.61,21.13,-34.09,54.24,39.0
952209,328,-7.43,39.0,-3.13,-29.57,21.1,-34.0,54.04,39.0
952209,329,-7.47,39.0,-3.18,-29.61,21.1,-34.07,54.02,39.0
952209,330,-7.58,39.0,-3.25,-29.58,21.08,-34.0,53.81,39.0
952209,331,-7.63,39.0,-3.3,-29.61,21.06,-34.02,53.69,39.0
952209,332,-7.96,39.0,-3.44,-29.78,21.05,-34.21,53.87,39.0
952209,333,-8.21,39.0,-3.5,-29.83,21.03,-34.22,53.97,39.0
952209,334,-8.52,39.0,-3.58,-29.93,21.0,-34.33,54.17,39.0
952209,335,-8.82,39.0,-3.64,-30.01,21.0,-34.4,54.42,39.0
952209,336,-8.99,39.0,-3.68,-30.12,20.98,-34.51,54.56,39.0
952209,337,-9.26,39.0,-3.77,-30.29,20.93,-34.66,54.64,39.0
952209,338,-9.54,39.0,-3.87,-30.55,20.88,-34.93,54.84,39.0
952209,339,-9.75,39.0,-3.93,-30.64,20.83,-34.97,54.78,39.0
952209,340,-9.98,39.0,-3.98,-30.77,20.74,-35.04,54.73,39.0
952209,341,-10.08,39.0,-4.04,-30.92,20.67,-35.24,54.76,39.0
952209,342,-10.5,39.0,-4.15,-31.09,20.58,-35.36,54.8,39.0
952209,343,-10.47,39.0,-4.17,-31.23,20.54,-35.47,54.67,39.0
952209,344,-10.68,39.0,-4.22,-31.35,20.43,-35.54,54.54,39.0
952209,345,-10.68,39.0,-4.24,-31.39,20.34,-35.59,54.33,39.0
952209,346,-10.92,39.0,-4.33,-31.61,20.22,-35.75,54.16,39.0
952209,347,-10.99,39.0,-4.38,-31.74,20.13,-35.85,53.92,39.0
952209,348,-11.31,39.0,-4.5,-31.92,19.99,-35.93,53.62,39.0
952209,349,-11.45,39.0,-4.54,-31.99,19.88,-35.99,53.43,39.0
952209,350,-11.77,39.0,-4.66,-32.09,19.72,-35.99,53.01,39.0
952209,351,-12.07,39.0,-4.76,-32.13,19.61,-36.0,52.79,39.0
952209,352,-12.55,39.0,-4.95,-32.28,19.42,-36.02,52.26,39.0
952209,353,-12.99,39.0,-5.06,-32.32,19.27,-36.03,52.08,39.0
952209,354,-13.34,39.0,-5.22,-32.37,19.08,-35.97,51.43,39.0
952209,355,,,,,,,,
952209,356,,,,,,,,
952209,357,,,,,,,,
952209,358,,,,,,,,
952209,359,,,,,,,,
952209,360,,,,,,,,
952209,361,,,,,,,,
952209,362,,,,,,,,
952209,363,,,,,,,,
952209,364,,,,,,,,
952209,365,,,,,,,,
952209,366,,,,,,,,
952209,367,,,,,,,,
952209,368,,,,,,,,
952209,369,,,,,,,,
952209,370,,,,,,,,
952209,371,,,,,,,,
952209,372,,,,,,,,
952209,373,,,,,,,,
952209,374,,,,,,,,
952209,375,,,,,,,,
952209,376,-15.34,39.0,-6.0,-32.01,17.7,-34.92,46.84,39.0
