frame,player.id.skillcorner,pass.recipient.id.skillcorner,location.x,location.y,pass.endLocation.x,pass.endLocation.y,dxt,responsibility
5950,12218,11516,-7.411764705882355,15.882222222222222,6.352941176470587,5.636923076923077,-0.006060466140242599,0.5772489860726209
5973,11516,946,6.352941176470587,5.636923076923077,-6.352941176470587,12.826666666666666,0.0056606246084498005,0.4139511186945057
5976,946,277,-6.352941176470587,12.826666666666666,-0.0,-4.227692307692307,-0.0035476793833320013,0.649839325366737
6030,277,11630,5.294117647058826,11.604444444444445,12.705882352941174,29.629473684210524,-0.0035394380311397004,0.2048182008209009
7127,16320,5922,14.82352941176471,14.66,-6.352941176470587,28.172631578947367,0.0056773092723598,0.47469222136480316
9257,16320,5922,23.294117647058826,13.437777777777779,2.117647058823529,15.882222222222222,0.0052884621623695005,0.08215023451806652
9485,11630,277,-3.176470588235297,25.258947368421055,-4.235294117647058,20.88842105263158,0.0012060001994915002,0.07799571904703433
18269,16320,946,4.235294117647058,24.530526315789473,-5.294117647058826,21.616842105263157,0.004584896896792301,0.215792092447583
18274,946,5922,-5.294117647058826,21.616842105263157,-7.411764705882355,28.172631578947367,-0.0004746343831425002,0.2410857096303709
18521,16320,12218,5.294117647058826,0.7046153846153846,3.176470588235297,3.523076923076923,0.0008122216964940006,0.029207728110009604
18546,12218,946,3.176470588235297,3.523076923076923,-3.176470588235297,12.826666666666666,0.002793187319853999,0.7786645567482015
18555,946,16320,-3.176470588235297,12.826666666666666,7.411764705882348,12.826666666666666,-0.004204095607373,0.5979125738228201
18587,16320,12218,7.411764705882348,12.826666666666666,8.470588235294116,1.4092307692307693,-0.0003689868059138998,0.4348161521201937
19801,11630,5922,7.411764705882348,25.258947368421055,-7.411764705882355,26.71578947368421,0.0051629130939353,0.3424839110576655
19826,5922,11630,-7.411764705882355,26.71578947368421,5.294117647058826,23.802105263157895,-0.004562601989806101,0.013818626136347734
19845,11630,12218,5.294117647058826,23.802105263157895,8.470588235294116,15.882222222222222,2.710470262440052e-05,0.0785362127183392
19858,12218,11516,8.470588235294116,15.882222222222222,14.82352941176471,-7.046153846153846,-0.0016574981310353998,0.06328356110492281
20061,16320,11630,5.294117647058826,11.604444444444445,-6.352941176470587,27.44421052631579,0.0026844554665869996,0.34794655668683266
20121,5922,12218,-4.235294117647058,18.326666666666668,8.470588235294116,10.382222222222222,-0.0043539199719998005,0.3376142274632609
22131,16320,12190,-3.176470588235297,14.66,-22.235294117647058,10.993333333333334,0.0213037372077763,0.453104322645745
28318,277,6028,11.647058823529413,-12.215555555555556,3.176470588235297,-28.90105263157895,-0.009377738634719099,0.47094457984171356
28353,6028,11516,3.176470588235297,-28.90105263157895,20.11764705882353,-8.455384615384615,0.02075615288767,0.7014133873113366
28855,11606,7604,7.411764705882348,-14.04888888888889,32.82352941176471,-3.523076923076923,0.046269978804466295,0.509106454224796
29124,11606,946,-20.117647058823536,-6.341538461538462,-23.294117647058826,10.382222222222222,-0.00046376483687759996,0.5322796441974843
29190,946,277,-18.0,13.437777777777779,-15.882352941176464,-7.046153846153846,0.0005186140902229,0.10429347091825637
29218,277,6028,-15.882352941176464,-7.046153846153846,-27.529411764705884,-28.90105263157895,-0.0019995333977281,0.6684785628422697
29249,6028,277,-27.529411764705884,-28.90105263157895,-48.83333333333333,-20.88842105263158,-0.0008785711750379,0.23059714515978016
29295,277,6028,-47.91666666666667,-23.802105263157895,-39.66666666666667,-20.160000000000004,0.00027200652792259993,0.21884966313787838
31585,11516,11606,38.75,-11.604444444444445,25.411764705882355,-29.629473684210527,-0.0509605095689107,0.1398097561245639
31607,11606,6028,25.411764705882355,-29.629473684210527,11.647058823529413,-23.802105263157895,-0.010795500716374,0.7240189762719704
31622,6028,11606,11.647058823529413,-23.802105263157895,16.941176470588232,-17.104444444444447,0.007826448765577499,0.24275372180916688
31807,11516,6028,5.294117647058826,-10.382222222222222,-20.117647058823536,-28.172631578947367,-0.0093453970389259,0.2678971497801648
31901,6028,277,-32.82352941176471,-17.715555555555554,-21.176470588235304,-16.493333333333332,0.0012153529480437002,0.9226061169161333
31920,277,11606,-21.176470588235304,-16.493333333333332,-20.117647058823536,-25.258947368421055,-0.00019209246984400012,0.09018590882037146
31938,11606,6028,-20.117647058823536,-25.258947368421055,-27.529411764705884,-18.93777777777778,-0.0005626105803597,0.7567137382310339
31945,6028,11606,-27.529411764705884,-18.93777777777778,-20.117647058823536,-13.437777777777779,0.0010103696695368,0.1974493511787353
31966,11606,12218,-20.117647058823536,-13.437777777777779,-13.764705882352942,2.1138461538461537,0.0012932183803001,0.42941641085211824
33031,277,11516,39.666666666666664,-28.90105263157895,39.666666666666664,-21.61684210526316,0.014486822949835505,0.540891993107888
33043,11516,6028,39.666666666666664,-21.61684210526316,22.235294117647058,-24.530526315789473,-0.038469834486504706,0.1117365632420995
33722,11606,6028,11.647058823529413,-28.172631578947367,-5.294117647058826,-27.44421052631579,-0.0075518946765854,0.8034433535602489
34381,11516,7604,40.583333333333336,-15.882222222222222,48.833333333333336,-4.932307692307693,0.1579802365423541,0.4104318593621447
34393,7604,11606,48.833333333333336,-4.932307692307693,36.0,-26.71578947368421,-0.1846966535377085,0.5490737122852317
39971,277,11516,19.058823529411768,-2.8184615384615386,28.588235294117645,-9.16,0.014824543819801198,0.6116183651047578
39993,11516,11606,28.588235294117645,-9.16,29.647058823529413,-23.802105263157895,-0.005898336586163594,0.7855671986129702
40012,11606,6028,29.647058823529413,-23.802105263157895,19.058823529411768,-25.258947368421055,-0.015714594799807004,0.35509642445074774
