frame,player.id.skillcorner,pass.recipient.id.skillcorner,location.x,location.y,pass.endLocation.x,pass.endLocation.y,dxt,responsibility
9599,7604,11516,39.666666666666664,2.8184615384615386,34.94117647058823,-1.4092307692307693,0.00028834711451820004,0.7537627561884532
10612,12218,277,38.75,2.8184615384615386,32.82352941176471,15.882222222222222,9.594033248500012e-06,0.03289182537824724
11824,12218,7604,19.058823529411768,-20.160000000000004,41.5,-7.046153846153846,-0.0016081408354341002,0.03307626624379828
11858,7604,11516,41.5,-7.046153846153846,29.647058823529413,-10.993333333333334,0.0006835717190649001,0.06700966403528162
15108,11516,7604,12.705882352941174,-22.345263157894735,34.94117647058823,-2.1138461538461537,-0.002211918373499,0.15378851350131
15152,7604,16320,34.94117647058823,-2.1138461538461537,25.411764705882355,14.66,0.0005594585867245,0.7132928366278246
15284,16320,7604,24.352941176470587,14.66,39.666666666666664,-0.7046153846153846,-0.0009195288461208999,0.3089680953419202
15309,7604,11516,39.666666666666664,-0.7046153846153846,24.352941176470587,-12.215555555555556,0.0009612160715553998,0.5441438810105619
15496,16320,7604,21.176470588235293,-5.636923076923077,37.833333333333336,-1.4092307692307693,-0.0013311294498340003,0.35459681320650904
15525,7604,11516,37.833333333333336,-1.4092307692307693,16.941176470588232,-10.382222222222222,0.0019133241407309999,0.7679973423601991
16186,11516,11606,28.588235294117645,3.523076923076923,29.647058823529413,-26.71578947368421,-0.0005526464447328,0.5917623390142595
19665,16320,11516,40.583333333333336,8.455384615384615,38.75,-10.382222222222222,5.7651540192199925e-05,0.2988274856528526
25839,11630,7604,23.294117647058826,25.258947368421055,39.666666666666664,-4.227692307692307,-0.0007877223803602,0.4707659769793061
25867,7604,11516,39.666666666666664,-4.227692307692307,42.875,-17.104444444444447,-0.00034349002317910003,0.3069744466508336
