frame,player.id.skillcorner,pass.recipient.id.skillcorner,location.x,location.y,pass.endLocation.x,pass.endLocation.y,dxt,responsibility
42767,277,11516,21.176470588235293,-4.932307692307693,21.176470588235293,-10.993333333333334,-0.0006360040882277991,0.2884677941851152
44672,11516,11606,27.529411764705884,-16.493333333333332,21.176470588235293,-27.44421052631579,-0.016985094623541298,0.11654778179034832
44694,11606,6028,21.176470588235293,-27.44421052631579,7.411764705882348,-12.826666666666668,-0.0090021822298134,0.5140518577321367
46126,12218,12190,18.0,-14.66,3.176470588235297,-18.326666666666668,-0.014544271379314399,0.14244855574771254
47872,277,7604,-6.352941176470587,-17.715555555555554,25.411764705882355,1.4092307692307693,0.030705397947761105,0.16747201045597548
48391,11516,11606,3.176470588235297,-14.66,-5.294117647058826,-24.530526315789473,-0.0048115047569818005,0.17153649637010596
48418,11606,11516,-5.294117647058826,-24.530526315789473,4.235294117647058,-20.88842105263158,0.004490959663073201,0.619880315996275
48476,11516,8206,-3.176470588235297,-27.44421052631579,-16.941176470588232,-8.455384615384615,-0.0023750388572781997,0.5118704046372458
49342,11516,7604,42.875,-6.341538461538462,45.625,-2.8184615384615386,0.049346886328423406,0.3989332484057687
49839,22103,11516,11.647058823529413,-25.98736842105263,24.352941176470587,-11.604444444444445,0.021189363851739897,0.514615087981526
49978,7604,11606,41.5,-8.455384615384615,19.058823529411768,-29.629473684210527,-0.0896523044102938,0.47356632433713297
50001,11606,6028,19.058823529411768,-29.629473684210527,4.235294117647058,-28.90105263157895,-0.010411336372957901,0.23305615113360081
52343,11516,8206,25.411764705882355,-13.437777777777779,6.352941176470587,-10.993333333333334,-0.023618156620734097,0.0963109773864965
56275,22103,7604,33.88235294117647,-8.455384615384615,45.625,-1.4092307692307693,0.11966617956926619,0.49908018562769696
56286,7604,8206,45.625,-1.4092307692307693,4.235294117647058,0.0,-0.16829523761245369,0.022121380384909427
57205,7604,8206,36.91666666666667,-13.437777777777779,-10.588235294117645,-14.04888888888889,-0.0577135942999795,0.23402452919811134
