frame,player.id.skillcorner,pass.recipient.id.skillcorner,location.x,location.y,pass.endLocation.x,pass.endLocation.y,dxt,responsibility
3604,11516,11606,18.0,-11.604444444444445,7.411764705882348,-28.90105263157895,0.0015918972338148,0.7229518653514714
3636,11606,11516,7.411764705882348,-28.90105263157895,14.82352941176471,-13.437777777777779,-0.0009850023005821005,0.6043249267631235
3661,11516,16320,14.82352941176471,-13.437777777777779,20.11764705882353,13.437777777777779,-0.0009306949948549997,0.6258698633775579
7006,11516,11606,21.176470588235293,-2.8184615384615386,7.411764705882348,-28.172631578947367,0.0020806197666614003,0.3464152423828678
7053,6028,11516,10.588235294117652,-31.086315789473684,15.882352941176471,-18.93777777777778,-0.0006686242890204998,0.24891080979756758
7087,11516,16320,15.882352941176471,-18.93777777777778,14.82352941176471,14.66,0.00039473969159719994,0.19506977955870775
9195,11516,12218,19.058823529411768,-21.61684210526316,10.588235294117652,-21.61684210526316,0.0018206379723296998,0.27723676777724904
9202,12218,11516,10.588235294117652,-21.61684210526316,20.11764705882353,-15.27111111111111,-0.0018017380241657998,0.3493535717902652
9669,11516,11606,16.941176470588232,-12.826666666666668,9.529411764705884,-28.172631578947367,0.0011800561133259,0.27794111084498585
9718,11516,12218,24.352941176470587,-23.073684210526316,10.588235294117652,-11.604444444444445,0.0030600156886930003,0.15249777007431595
9749,12218,12190,10.588235294117652,-11.604444444444445,-39.66666666666667,-20.88842105263158,0.0557391237551524,0.396090582842214
11734,6028,12218,2.117647058823529,-26.71578947368421,14.82352941176471,-20.160000000000004,-0.0029056878178431,0.18878630380069858
11770,12218,11606,14.82352941176471,-20.160000000000004,10.588235294117652,-29.629473684210527,0.0007964687870337999,0.47777466501727445
11796,11606,12218,10.588235294117652,-29.629473684210527,19.058823529411768,-20.160000000000004,-0.0014602140139286998,0.09096590989430106
12068,11516,6028,8.470588235294116,-15.27111111111111,3.176470588235297,-10.382222222222222,0.0019559625350956,0.6485504528685676
12077,6028,11516,3.176470588235297,-10.382222222222222,5.294117647058826,-20.160000000000004,-0.0015613302770680001,0.09853372407313438
14203,11516,11606,11.647058823529413,-7.046153846153846,5.294117647058826,-29.629473684210527,0.0005275868774941,0.24829331591492812
14256,11606,277,5.294117647058826,-28.172631578947367,10.588235294117652,-10.382222222222222,-7.72365691153994e-05,0.2049323010491872
14301,277,11516,10.588235294117652,-10.382222222222222,9.529411764705884,-20.160000000000004,-0.0003426228947456004,0.48169142335701726
14325,11516,6028,9.529411764705884,-20.160000000000004,-29.647058823529406,-28.90105263157895,0.027890963979903604,0.26664593995715474
15108,11516,7604,12.705882352941174,-22.345263157894735,34.94117647058823,-2.1138461538461537,-0.002211918373499,0.559096429117056
15603,11516,277,16.941176470588232,-10.382222222222222,11.647058823529413,-17.104444444444447,0.0009812710184580005,0.4670163293559715
15626,277,12190,11.647058823529413,-17.104444444444447,-20.117647058823536,-12.826666666666668,0.0236779632600546,0.9776171307515327
17097,11516,6028,13.764705882352942,-13.437777777777779,-3.176470588235297,-30.357894736842105,0.003910354094757399,0.06938108107544058
18673,277,11606,4.235294117647058,-29.629473684210527,10.588235294117652,-23.073684210526316,-0.0008610824135663001,0.07796486419826472
18698,11606,11516,10.588235294117652,-23.073684210526316,15.882352941176471,-14.66,-0.0010129118332059001,0.7649425218734458
18760,11516,11606,15.882352941176471,-14.66,9.529411764705884,-27.44421052631579,0.0010782286208573999,0.5985926110075845
18783,11606,11516,9.529411764705884,-27.44421052631579,19.058823529411768,-15.882222222222222,-0.0016904613056888,0.36251673615929125
18837,11516,11606,19.058823529411768,-15.882222222222222,11.647058823529413,-29.629473684210527,0.0009356305101716001,0.10131835905361491
19985,11606,11516,-3.176470588235297,-31.086315789473684,11.647058823529413,-14.66,-0.0031169944047343004,0.08865524566318433
20013,11516,16320,11.647058823529413,-14.66,13.764705882352942,9.16,-0.0004392310954843999,0.34875361186537684
24491,946,277,19.058823529411768,0.0,7.411764705882348,-21.61684210526316,0.0022232284754693,0.29455479108613786
24520,277,6028,7.411764705882348,-21.61684210526316,-18.0,-28.172631578947367,0.013452349223538499,0.09741747153082024
24679,11606,11516,9.529411764705884,-25.98736842105263,15.882352941176471,-20.88842105263158,-0.0013879604315997006,0.03964064739570177
24704,11516,7604,15.882352941176471,-20.88842105263158,25.411764705882355,-4.932307692307693,-0.0010133382692766,0.15291377171504716
24830,16320,11516,26.470588235294116,9.16,12.705882352941174,-17.715555555555554,0.0017951104311762001,0.09747703316570516
24868,11516,11606,12.705882352941174,-17.715555555555554,14.82352941176471,-28.172631578947367,-0.0008672418495021999,0.6561547472891602
