frame,player.id.skillcorner,pass.recipient.id.skillcorner,location.x,location.y,pass.endLocation.x,pass.endLocation.y,dxt,responsibility
5976,946,277,-6.352941176470587,12.826666666666666,-0.0,-4.227692307692307,-0.0035476793833320013,0.10098533157125439
9749,12218,12190,10.588235294117652,-11.604444444444445,-39.66666666666667,-20.88842105263158,0.0557391237551524,0.4005969256215734
12068,11516,6028,8.470588235294116,-15.27111111111111,3.176470588235297,-10.382222222222222,0.0019559625350956,0.5224108371228835
12077,6028,11516,3.176470588235297,-10.382222222222222,5.294117647058826,-20.160000000000004,-0.0015613302770680001,0.7732724622643408
14203,11516,11606,11.647058823529413,-7.046153846153846,5.294117647058826,-29.629473684210527,0.0005275868774941,0.3642965242138193
14256,11606,277,5.294117647058826,-28.172631578947367,10.588235294117652,-10.382222222222222,-7.72365691153994e-05,0.31600238022882743
14301,277,11516,10.588235294117652,-10.382222222222222,9.529411764705884,-20.160000000000004,-0.0003426228947456004,0.2883577489221437
14325,11516,6028,9.529411764705884,-20.160000000000004,-29.647058823529406,-28.90105263157895,0.027890963979903604,0.09983817975173068
15626,277,12190,11.647058823529413,-17.104444444444447,-20.117647058823536,-12.826666666666668,0.0236779632600546,0.4995462573783528
18603,12218,11606,8.470588235294116,1.4092307692307693,8.470588235294116,-14.66,-0.00011878618095279968,0.17604813677248093
18628,11606,6028,8.470588235294116,-14.66,-5.294117647058826,-14.04888888888889,0.0059290650352052995,0.5399763353621375
18642,6028,11606,-5.294117647058826,-14.04888888888889,7.411764705882348,-18.93777777777778,-0.006040022663202699,0.6437516554513306
18656,11606,277,7.411764705882348,-18.93777777777778,4.235294117647058,-29.629473684210527,-0.00020009807294569994,0.47568637477465414
19107,11516,16320,4.235294117647058,-19.54888888888889,5.294117647058826,3.523076923076923,0.00040810748522890003,0.48345733390096224
19877,11516,11606,14.82352941176471,-7.046153846153846,-5.294117647058826,-29.629473684210527,0.005184449275267999,0.06241407270514018
20013,11516,16320,11.647058823529413,-14.66,13.764705882352942,9.16,-0.0004392310954843999,0.03033840773842833
28284,946,12218,-0.0,0.7046153846153846,6.352941176470587,-0.7046153846153846,0.0035701748946564017,0.13854828322827584
28298,12218,277,6.352941176470587,-0.7046153846153846,11.647058823529413,-12.215555555555556,0.005227117800911198,0.37359182737474794
28318,277,6028,11.647058823529413,-12.215555555555556,3.176470588235297,-28.90105263157895,-0.009377738634719099,0.050321052689896506
28353,6028,11516,3.176470588235297,-28.90105263157895,20.11764705882353,-8.455384615384615,0.02075615288767,0.07702383017371274
28855,11606,7604,7.411764705882348,-14.04888888888889,32.82352941176471,-3.523076923076923,0.046269978804466295,0.7494232549786193
29170,12218,946,-18.0,7.046153846153846,-18.0,13.437777777777779,-0.00017215987018079967,0.4696723507815282
29190,946,277,-18.0,13.437777777777779,-15.882352941176464,-7.046153846153846,0.0005186140902229,0.8760053957950917
30033,12218,12190,-3.176470588235297,28.90105263157895,-15.882352941176464,23.802105263157895,-0.0025539970805813,0.5628631685352931
30228,5922,12218,-37.83333333333333,29.629473684210524,-24.35294117647058,23.073684210526316,0.0011093722897531,0.7068830602696536
30248,12218,946,-24.35294117647058,23.073684210526316,-27.529411764705884,15.882222222222222,-0.0002453756572723001,0.05253434750050462
30258,946,12218,-27.529411764705884,15.882222222222222,-21.176470588235304,18.326666666666668,0.0006939292526959003,0.22140897503786316
30275,12218,6028,-21.176470588235304,18.326666666666668,-29.647058823529406,17.715555555555554,-0.0009034979010120001,0.8924029784950138
30289,6028,5922,-29.647058823529406,17.715555555555554,-41.5,22.34526315789474,-0.0007606157751495001,0.10915349322562869
31622,6028,11606,11.647058823529413,-23.802105263157895,16.941176470588232,-17.104444444444447,0.007826448765577499,0.34184312101538916
31901,6028,277,-32.82352941176471,-17.715555555555554,-21.176470588235304,-16.493333333333332,0.0012153529480437002,0.1584408787656307
31920,277,11606,-21.176470588235304,-16.493333333333332,-20.117647058823536,-25.258947368421055,-0.00019209246984400012,0.4573473541599083
31945,6028,11606,-27.529411764705884,-18.93777777777778,-20.117647058823536,-13.437777777777779,0.0010103696695368,0.6120377006116298
31966,11606,12218,-20.117647058823536,-13.437777777777779,-13.764705882352942,2.1138461538461537,0.0012932183803001,0.7355719443716816
32012,12218,5922,-21.176470588235304,7.046153846153846,-25.411764705882348,15.27111111111111,-0.0006661131480820998,0.6221933943786557
32084,946,12218,-3.176470588235297,12.826666666666666,1.058823529411768,17.104444444444447,0.0014529480000375992,0.5407521912850053
32171,11630,946,-5.294117647058826,28.90105263157895,-7.411764705882355,21.616842105263157,0.00019845439837990007,0.2638924932144451
33551,11630,12190,6.352941176470587,29.629473684210524,-11.64705882352942,14.66,-0.004983061876457701,0.10675418042684953
33606,5922,16320,-4.235294117647058,23.802105263157895,18.0,26.71578947368421,0.0130664889714088,0.37509301337705653
36219,11606,6028,36.0,0.7046153846153846,25.411764705882355,-7.750769230769231,-0.0400800695045815,0.7317328740495327
36234,6028,5922,25.411764705882355,-7.750769230769231,25.411764705882355,-14.04888888888889,-0.0013023091222773009,0.3326224788906851
36990,12218,11516,21.176470588235293,25.258947368421055,29.647058823529413,-6.341538461538462,0.021243133032740998,0.4825423455329008
37130,16320,5922,9.529411764705884,14.04888888888889,-4.235294117647058,20.16,-0.0080579872662521,0.34162668860756445
38195,11516,12218,18.0,-14.04888888888889,18.0,-0.7046153846153846,0.0022164129548913995,0.07175005427715886
38222,12218,11516,18.0,-0.7046153846153846,22.235294117647058,-12.826666666666668,0.0044238597231596,0.712286262137217
38248,11516,6028,14.82352941176471,-12.826666666666668,2.117647058823529,-18.93777777777778,-0.0116589388216273,0.5361728300495076
39952,11630,277,27.529411764705884,-0.7046153846153846,19.058823529411768,-2.8184615384615386,-0.011876403126296498,0.4093509341324336
39971,277,11516,19.058823529411768,-2.8184615384615386,28.588235294117645,-9.16,0.014824543819801198,0.21883178659091337
